PTT,argos_date,dive_num,depth,obs_temp,doppio_temp
161296,2018-06-24 00:00:00,121,"2,10,12,14,20,24,29,30,31,40","20.31,17.018,14.799,13.407,10.304,9.383,9.478,8.51,9.1,8.593","21.196,17.855,15.41,13.379,9.836,9.126,9.007,9.053,9.092,nan"
161296,2018-06-24 12:00:00,120,"2,3,4,8,9,18,21,33,43,45","20.07,19.923,18.238,17.14,15.467,10.778,9.911,8.092,7.86,8.434","21.016,21.012,20.994,20.36,19.303,10.803,9.498,8.243,nan,nan"
161296,2018-06-24 20:00:00,119,"2,5,10,13,17,31,32,38,39,44","18.45,18.334,15.388,12.633,10.852,10.139,9.273,9.87,8.82,8.887","21.392,21.083,19.78,16.28,11.764,7.931,7.861,7.705,7.704,nan"
161296,2018-06-25 20:00:00,118,"2,7,21,26,27,28,29,30,31,44","18.83,17.65,10.75,10.997,8.98,10.16,8.218,9.527,8.218,8.1","21.444,20.544,9.578,8.418,8.223,8.045,7.891,7.767,7.674,nan"
161296,2018-06-26 04:00:00,117,"2,3","21.09,21.07","21.126,21.125"
161296,2018-06-26 08:00:00,116,"2,3","20.98,20.96","20.94,20.941"
161296,2018-06-27 08:00:00,115,"2,7,9,11,13,17,18,22,27,44","21.12,20.667,18.892,15.442,13.365,12.181,10.746,9.613,8.53,9.26","21.528,21.497,20.424,18.213,15.755,12.414,11.553,9.438,8.881,nan"
161296,2018-06-27 20:00:00,114,"2,5,7,9,11,19,32,35,37","22.22,21.435,19.651,18.719,15.578,11.04,9.895,8.91,8.91","21.749,21.741,21.681,21.089,18.501,10.554,8.54,8.548,8.537"
161296,2018-06-28 04:00:00,113,"2,6","21.74,21.74","22.19,22.191"
161296,2018-06-28 16:00:00,112,"2,8,11,14,17,19,26,30,37,40","21.62,20.397,16.318,14.953,11.414,10.706,10.101,8.995,8.75,9.394","22.386,22.252,20.248,16.313,12.87,11.436,9.54,8.92,8.394,8.385"
161296,2018-06-28 20:00:00,186,"2,7,9,10,14,29,30,40,44","19.88,19.836,17.363,14.415,10.871,9.613,10.352,8.84,9.006","22.653,22.591,22.129,21.289,16.36,9.134,8.994,8.395,nan"
161296,2018-06-29 16:00:00,187,"2,3,4,5,9,12,16,37,38,45","22.78,22.661,20.27,19.572,18.459,13.974,10.722,8.672,7.93,8.791","23.542,23.512,23.431,23.358,22.978,20.34,15.29,8.351,8.344,nan"
161296,2018-06-30 00:00:00,188,"2,3,6,7,9,10,12,14,17,45","22.4,21.325,20.154,18.984,17.854,15.772,13.377,12.846,10.546,8.79","24.34,24.288,24.129,24.179,23.776,22.965,20.642,18.327,15.425,nan"
161296,2018-06-30 04:00:00,197,"2,3,4,5","23.27,23.039,22.857,22.56","24.088,24.089,24.087,24.074"
161296,2018-06-30 08:00:00,196,"2,3,4","23.34,23.122,22.86","23.876,23.878,23.885"
161296,2018-06-30 16:00:00,189,"2,8,9,10,11,12,13,16,32,45","23.24,21.044,18.217,18.06,14.573,13.898,12.32,10.856,9.105,8.89","24.319,23.986,23.594,22.832,21.727,20.466,19.206,15.928,8.923,nan"
161296,2018-07-01 00:00:00,195,"2,5,9,11,15,16,20,29,41,42","24.9,23.505,20.299,17.286,14.769,11.82,11.82,9.431,8.87,9.8","25.323,25.232,24.797,23.301,18.186,16.999,14.132,10.065,8.846,8.841"
161296,2018-07-01 12:00:00,194,"2,5,6,10,12,13,17,40,43","23.58,22.964,19.712,14.688,12.993,11.19,9.434,8.17,8.771","25.097,25.111,25.132,24.425,22.449,21.171,16.221,8.978,nan"
161296,2018-07-03 08:00:00,193,"2,3","25.26,25.26","25.116,25.113"
161296,2018-07-04 00:00:00,192,"2,7,12,16,23,24,25,33,38,42","25.71,22.979,18.061,11.531,10.599,12.142,9.598,10.344,8.75,9.734","25.409,24.466,20.655,16.435,11.988,11.988,11.616,9.761,9.186,9.055"
161296,2018-07-04 12:00:00,191,"2,4,8,9,12,14,20,21,38,43","25.03,24.78,20.056,17.288,16.068,13.191,11.282,10.36,9.39,10.0","25.157,25.136,24.406,24.004,21.378,18.68,13.842,13.211,9.252,9.08"
161296,2018-07-04 16:00:00,190,"2,4,9,14,22,23,24,25,26,44","25.7,21.998,18.227,12.382,9.486,10.634,9.366,10.634,9.297,8.56","25.295,25.269,23.75,18.439,11.987,11.576,11.241,10.96,10.72,nan"
161296,2018-07-05 12:00:00,198,"2,4,7,17,24,26,29,38,45,48","24.82,24.361,19.985,14.986,13.249,11.118,10.151,10.741,8.43,9.84","25.386,25.372,25.011,16.364,11.521,11.147,10.412,9.44,9.048,nan"
161296,2018-07-05 16:00:00,174,"2,11,12,14,17,18,19,20,25,45","23.72,19.804,17.145,15.729,15.05,13.172,12.435,13.056,10.729,9.27","25.645,22.85,22.018,19.901,16.407,15.39,14.496,13.722,11.235,nan"
161296,2018-07-05 20:00:00,175,"2,6,10,11,21,31,32,38,42","23.83,22.116,18.969,17.325,12.421,11.48,10.384,9.78,10.159","25.88,24.801,23.084,22.252,12.389,9.875,9.775,9.242,8.973"
161296,2018-07-06 04:00:00,173,"2,3,4,5,7,8,9,10,11","25.49,25.447,25.374,24.961,23.09,22.449,22.366,22.294,22.094","24.478,24.476,24.456,24.328,23.773,22.382,20.885,19.387,17.623"
161296,2018-07-06 08:00:00,172,"2,3,4,5,6","25.26,25.132,24.532,24.221,23.859","24.295,24.295,24.293,24.279,24.136"
161296,2018-07-06 12:00:00,157,"2,5,11,14,15,26,31,33,39,49","24.78,24.126,19.932,16.72,14.222,10.49,11.01,10.014,9.91,10.832","24.184,24.145,18.022,14.672,13.133,7.754,8.212,8.314,8.531,nan"
161296,2018-07-08 00:00:00,156,"2,12,16,21,22,23,24,25,26,43","22.62,20.799,14.539,12.931,11.372,12.931,10.823,12.594,10.437,10.15","22.129,17.128,11.906,9.098,8.899,8.776,8.709,8.686,8.688,9.397"
161296,2018-07-09 08:00:00,155,"2,3,5,6,7,8,9,10","21.529,21.54,21.54,21.536,21.532,21.521,21.52,21.52","21.788,21.791,21.793,21.794,21.794,21.794,21.767,21.417"
161296,2018-07-09 20:00:00,154,"2,14,18,19,29,30,31,32,33,50","20.54,18.703,15.123,12.186,10.022,12.233,9.25,11.543,8.84,8.875","21.694,14.46,9.939,9.349,9.208,9.196,9.189,9.191,9.201,nan"
161296,2018-07-10 00:00:00,153,"2,15,22,23,25,28,31,38,43,45","22.37,19.175,13.879,14.528,12.823,12.823,10.684,11.129,9.64,10.187","21.416,21.214,11.103,10.95,10.913,10.772,10.589,10.482,nan,nan"
161296,2018-07-10 04:00:00,152,"2,3,4,5,6,7","22.43,22.233,21.909,21.709,21.68,21.68","21.187,21.188,21.188,21.188,21.187,21.187"
161296,2018-07-10 08:00:00,151,"2,3,4,5,6,7,8,9,10","22.23,22.122,22.067,21.949,21.884,21.775,21.735,21.735,21.73","21.031,21.031,21.031,21.032,21.032,21.032,21.031,21.031,21.031"
161296,2018-07-10 12:00:00,150,"2,5,6,12,13,14,17,23,40,43","22.01,21.544,19.316,17.996,16.467,16.467,13.113,10.575,9.06,9.254","21.041,21.036,21.035,21.035,20.555,18.181,13.261,10.864,10.68,nan"
161296,2018-07-11 04:00:00,149,"2,6,7,8,10,12,13,14,15,16","21.6,21.533,21.103,20.596,20.493,20.099,19.781,19.387,19.236,19.21","22.396,21.861,21.652,21.537,21.169,19.8,18.417,16.608,14.696,13.069"
161296,2018-07-11 12:00:00,111,"2,13,16,19,20,24,25,41,42,45","21.88,19.205,14.207,12.97,11.973,11.33,10.535,9.941,9.26,9.26","22.342,19.862,14.922,11.148,11.148,10.136,10.114,9.776,9.769,nan"
161296,2018-07-12 20:00:00,110,"2,5,13,15,16,17,18,22,26,42","23.61,23.348,20.829,19.018,16.709,16.656,14.911,13.311,12.182,10.49","23.229,23.199,21.055,18.334,16.893,15.679,14.753,13.066,12.407,nan"
161296,2018-07-13 04:00:00,45,"2,7,9,10,11,13,16,18,40,42","22.81,22.704,22.174,21.139,19.575,18.752,10.213,9.55,9.55,10.372","23.073,23.074,23.074,23.074,23.074,22.994,20.862,16.835,9.713,9.74"
161296,2018-07-13 20:00:00,44,"2,11,14,16,18,22,23,24,25,46","23.16,21.643,18.72,18.292,15.203,14.224,12.225,13.259,11.149,9.37","23.211,22.966,21.235,18.413,16.905,13.082,12.561,12.112,11.703,nan"
161296,2018-07-14 04:00:00,43,"2,3,5,6,7,8,9,10,11","22.84,22.828,22.795,22.786,22.755,22.702,22.632,22.619,22.59","23.068,23.069,23.071,23.071,23.072,23.072,23.072,23.072,23.067"
161296,2018-07-15 00:00:00,42,"2,11,16,17,20,23,31,32,46,50","23.07,21.134,18.301,17.29,15.917,12.464,10.99,10.426,9.631,8.62","24.061,23.556,20.744,19.151,15.061,12.971,11.507,11.368,nan,nan"
161296,2018-07-15 04:00:00,50,"2,3,5,6,7,8,10,11,12","23.82,23.665,23.334,23.127,22.908,22.86,22.86,22.927,23.07","23.809,23.81,23.803,23.783,23.738,23.654,23.626,23.512,23.043"
161296,2018-07-17 04:00:00,41,"2,3,4,6,7,8,9","23.983,24.003,24.01,24.01,24.002,23.95,23.92","24.037,24.037,24.037,24.027,23.983,23.837,23.579"
161296,2018-07-17 20:00:00,39,"2,5,8,13,14,15,18,21,35,44","24.89,24.653,21.566,21.388,19.473,20.809,16.268,14.354,10.51,10.05","24.491,24.465,23.667,19.737,18.444,17.117,13.785,12.417,10.417,nan"
161296,2018-07-18 16:00:00,38,"2,5,7,12,19,20,28,44,45,46","24.25,23.725,21.147,19.734,15.679,14.398,11.114,9.045,7.83,7.83","23.854,23.695,22.866,20.294,14.801,13.945,11.504,10.83,10.83,nan"
161296,2018-07-19 12:00:00,37,"2,8,10,17,21,23,26,29,34,41","24.05,23.319,21.006,18.906,16.82,14.309,13.472,10.976,10.793,8.83","23.856,23.297,22.326,15.598,12.896,12.053,11.454,11.129,10.772,10.525"
161296,2018-07-20 08:00:00,36,"2,3,4,5,6,7","24.5,24.478,24.47,24.443,24.406,24.384","24.124,24.126,24.128,24.108,23.974,23.755"
161296,2018-07-20 20:00:00,35,"2,5,7,13,16,21,24,25,40,46","24.5,24.086,22.282,20.033,18.407,14.28,14.117,11.159,10.509,9.71","24.307,24.214,23.627,20.071,17.065,13.123,12.152,11.954,11.086,nan"
161296,2018-07-21 08:00:00,34,"2,3,4,8,9,10,11","24.26,24.254,24.251,24.251,24.205,23.77,23.53","23.812,23.813,23.814,23.321,22.426,22.426,21.651"
161296,2018-07-21 12:00:00,33,"2,7,9,16,18,24,27,28,43,45","23.89,23.6,19.285,17.128,14.797,12.132,12.074,10.482,9.41,10.539","23.63,23.629,23.341,18.156,15.994,12.131,11.3,10.995,9.629,9.632"
161296,2018-07-22 04:00:00,32,"2,3,4,5,6,10,11,12,13","23.39,23.359,23.352,23.352,23.357,23.357,23.354,23.33,23.318","22.93,22.928,22.926,22.924,22.92,22.781,22.657,22.323,21.149"
161296,2018-07-22 12:00:00,31,"2,13,14,15,17,19,20,26,41,45","22.031,22.23,21.633,17.59,15.886,15.201,13.634,11.594,9.79,10.176","22.62,20.85,19.736,18.244,16.522,13.92,13.108,10.616,9.531,9.53"
161296,2018-07-22 16:00:00,30,"2,6,7,13,14,15,17,21,42,48","23.23,21.84,20.504,18.623,16.865,16.81,14.193,12.162,9.6,10.077","22.919,22.828,22.766,21.563,20.715,19.544,18.072,13.067,9.45,nan"
161296,2018-07-22 20:00:00,29,"2,14,19,26,27,38,40,41,43,50","23.77,21.585,15.085,13.701,11.788,12.588,10.878,12.48,10.2,11.571","22.976,20.123,13.501,10.371,10.136,9.601,9.601,9.601,9.601,nan"
161296,2018-07-23 20:00:00,40,"2,6,7,12,13,18,19,21,35,55","23.54,23.147,21.545,18.847,17.639,13.719,13.677,12.3,10.698,9.49","23.062,23.052,23.045,22.703,22.12,17.234,15.066,12.279,8.748,nan"
161296,2018-07-25 20:00:00,51,"2,8,9,10,21,24,27,28,31,54","23.632,23.86,23.405,21.284,16.432,13.244,13.244,11.85,10.968,9.63","23.792,23.782,23.782,23.77,13.242,11.589,10.313,9.777,8.795,nan"
161296,2018-07-26 12:00:00,52,"2,9,11,13,17,20,23,27,29,51","23.49,23.322,21.498,21.175,17.976,16.601,12.925,12.098,10.779,9.46","23.817,23.781,23.523,22.125,17.043,13.102,11.112,9.954,9.646,nan"
161296,2018-07-27 20:00:00,53,"2,4,7,12,19,20,22,42,45","24.73,24.617,22.22,21.27,18.604,16.491,14.152,10.55,10.819","24.6,24.595,24.365,22.599,13.712,12.874,11.592,9.801,9.69"
161296,2018-07-28 12:00:00,78,"2,8,15,16,17,19,21,31,44,49","24.48,22.131,16.283,16.099,14.057,13.935,12.369,10.926,10.573,9.13","24.6,24.523,20.048,18.235,16.35,13.225,12.121,9.008,9.675,nan"
161296,2018-07-29 08:00:00,77,"2,3,4,5,7,8,9","25.16,25.143,25.052,24.89,24.89,24.903,24.911","25.049,25.05,25.05,25.05,25.012,25.012,24.902"
161296,2018-07-29 12:00:00,76,"2,5,6,11,15,16,18,20,27,49","24.74,24.129,22.035,20.416,17.299,15.679,13.952,13.112,11.492,9.46","25.024,25.012,24.972,22.276,17.798,17.798,15.05,13.95,10.301,9.66"
161296,2018-07-29 16:00:00,75,"2,6,15,22,34,42,43,44,48,51","24.63,23.754,16.24,13.27,11.116,11.176,10.24,11.116,9.78,10.998","25.299,25.055,17.896,12.141,11.353,10.571,10.486,10.435,nan,nan"
161296,2018-07-30 12:00:00,74,"2,8,10,13,15,17,22,23,36,39","24.52,23.621,20.981,19.483,16.672,16.001,11.805,12.376,10.25,11.078","25.249,23.985,22.175,18.483,15.936,13.859,11.988,11.884,11.742,11.465"
161296,2018-07-30 20:00:00,73,"2,10,11,19,23,24,25,26,27,44","24.2,23.973,22.186,17.805,13.352,14.288,12.133,13.296,11.849,10.02","25.057,23.186,22.263,13.801,12.765,12.674,12.595,12.528,12.471,nan"
161296,2018-07-31 20:00:00,72,"2,11,15,18,19,21,29,45,47,48","24.05,21.467,17.714,16.829,14.803,13.462,11.735,9.78,9.78,11.45","25.14,24.238,21.338,17.841,15.979,14.374,9.855,9.127,9.527,9.527"
161296,2018-08-01 12:00:00,71,"2,4,10,14,15,17,20,27,32,55","24.72,22.839,21.213,17.643,17.404,15.395,13.578,10.836,10.023,8.78","24.767,24.766,23.709,21.652,20.027,16.388,13.557,9.936,9.023,10.411"
161296,2018-08-02 20:00:00,70,"2,5,21,23,24,30,31,33,47,56","25.75,25.558,15.842,15.842,13.717,11.512,12.087,10.889,9.77,10.201","25.565,25.559,14.423,13.226,12.181,9.0,8.443,8.009,9.85,nan"
161296,2018-08-03 16:00:00,69,"2,8,9,17,19,20,25,26,54,57","25.41,24.699,22.807,17.163,15.385,13.541,12.975,11.892,9.24,10.938","25.709,25.686,25.648,16.962,13.858,13.858,10.288,9.791,nan,nan"
161296,2018-08-04 00:00:00,68,"2,4,7,13,15,17,19,22,46,49","25.72,25.72,23.41,21.623,18.949,18.759,16.908,13.301,9.9,10.944","25.986,26.047,26.205,23.086,19.36,16.09,13.553,11.817,9.619,nan"
161296,2018-08-04 12:00:00,67,"2,8,15,18,20,25,35,44,46,50","25.43,25.232,20.246,15.524,13.444,11.43,9.63,9.746,8.92,8.92","25.836,25.827,19.445,15.082,13.955,10.948,9.716,9.613,9.634,nan"
161296,2018-08-04 16:00:00,66,"2,4,6,10,11,17,19,22,45,49","25.63,25.63,23.618,22.18,20.743,15.473,15.106,12.902,9.66,9.9","25.827,25.823,25.82,25.78,25.695,18.719,15.668,13.114,8.928,9.025"
161296,2018-08-05 16:00:00,65,"2,6,7,11,14,16,18,21,38,45","25.9,25.497,23.916,22.538,19.428,19.226,15.68,14.032,9.746,9.09","26.362,26.16,26.16,25.94,24.575,20.898,17.541,14.706,8.791,9.626"
161296,2018-08-05 20:00:00,64,"2,14,15,18,20,23,25,35,39,49","25.12,21.899,20.225,19.42,15.583,15.52,13.104,11.793,10.309,9.33","26.846,22.832,20.99,16.383,15.238,12.951,12.131,10.495,10.442,nan"
161296,2018-08-06 00:00:00,148,"2,3,4,15,18,20,24,28,30,50","26.6,26.247,24.232,20.009,16.475,16.475,13.348,13.082,11.068,8.93","26.444,26.439,26.439,20.823,17.195,15.552,11.557,9.261,8.407,8.24"
161296,2018-08-08 20:00:00,158,"2,16,18,24,25,30,32,33,45,49","27.18,21.357,18.125,15.887,12.908,13.245,11.797,12.656,10.35,11.259","27.448,19.733,18.453,11.336,10.214,8.534,8.5,8.505,nan,nan"
161296,2018-08-09 00:00:00,147,"2,3,8,14,17,18,22,30,46,50","26.85,24.391,23.247,19.576,16.787,14.691,12.994,11.158,9.53,9.859","27.1,27.095,26.565,23.235,20.275,18.523,12.595,8.658,nan,nan"
161296,2018-08-09 04:00:00,146,"2,3,5,6,7,8,9,10,11,12","26.91,26.91,26.905,26.87,26.812,26.739,26.679,26.582,26.558,26.53","27.281,27.282,27.278,27.257,27.163,26.937,26.631,26.307,25.894,25.894"
161296,2018-08-09 12:00:00,145,"2,11,12,13,16,19,25,41,42,44","26.77,26.429,25.832,21.672,19.745,14.801,11.988,10.573,9.72,10.317","26.894,24.357,23.388,22.273,18.389,15.747,10.366,8.697,8.697,nan"
161296,2018-08-11 12:00:00,144,"2,9,11,13,14,19,23,25,38,51","27.18,26.062,21.672,20.688,18.601,14.412,13.561,11.592,10.49,10.874","27.886,24.504,22.936,18.794,16.652,12.068,12.172,12.303,12.191,nan"
161296,2018-08-12 08:00:00,143,"2,6,12,13,14,16,17,19,20","27.29,27.253,26.641,23.808,22.766,22.089,20.618,20.225,18.826","27.633,27.634,24.276,22.798,21.378,18.076,18.076,15.796,15.283"
161296,2018-08-13 16:00:00,142,"2,9,12,16,22,36,38,39,41,56","26.54,21.997,18.693,15.587,12.663,11.375,10.4,11.11,10.136,10.02","27.557,26.507,25.412,19.992,15.612,12.186,12.057,11.884,11.534,nan"
161296,2018-08-15 04:00:00,141,"2,10,12,14,24,30,31,32,35,50","26.93,25.816,24.436,18.898,11.664,11.597,10.816,11.597,10.3,10.682","26.387,25.148,23.816,21.69,11.118,9.895,9.895,9.896,9.896,nan"
161296,2018-08-15 08:00:00,140,"2,9,12,14,22,24,26,29,30,46","26.67,25.959,20.452,18.304,14.315,14.121,11.909,11.844,10.568,10.52","26.551,26.332,25.191,21.773,12.755,11.281,10.438,10.274,10.266,10.168"
161296,2018-08-15 16:00:00,139,"2,8,13,14,15,16,17,18,31,49","26.13,23.666,19.558,19.607,17.882,18.967,15.483,16.716,11.754,9.7","26.926,26.805,25.485,24.347,24.347,22.737,20.947,19.158,9.467,9.454"
161296,2018-08-16 20:00:00,138,"2,4,10,19,31,32,33,35,43,46","24.705,24.95,22.181,15.403,12.756,11.195,12.756,10.843,9.65,11.562","26.96,26.891,25.635,15.124,9.971,9.979,9.983,9.982,9.905,nan"
161296,2018-08-17 08:00:00,137,"2,4,5,7,8,10,11,12,13,15","27.0,26.925,26.847,26.74,26.694,26.649,26.469,26.131,25.95,25.95","26.605,26.617,26.627,26.156,25.677,24.913,23.706,22.241,20.799,18.281"
161296,2018-08-17 12:00:00,136,"2,9,11,14,15,16,17,21,29,48","26.79,26.515,24.215,23.081,18.497,18.291,16.351,13.586,11.354,9.62","26.55,23.921,20.552,16.218,15.084,14.101,13.245,11.491,10.483,nan"
161296,2018-08-19 12:00:00,135,"2,12,17,18,19,22,23,41,48,49","26.68,26.222,19.805,19.739,17.676,15.761,13.699,10.31,10.31,11.259","25.286,17.946,12.198,11.584,11.172,10.754,10.66,10.431,10.267,10.248"
161296,2018-08-20 08:00:00,159,"2,3,4,5,6,8,9,10,11,13","27.116,27.112,27.112,27.12,27.12,27.098,27.03,26.8,26.61,26.61","25.666,25.666,25.664,25.626,25.371,24.499,22.826,20.848,19.243,16.844"
161296,2018-08-21 16:00:00,160,"2,8,9,12,13,21,22,27,32,55","25.06,24.333,21.79,19.822,17.929,12.115,12.585,11.343,11.691,9.92","25.864,21.648,19.963,17.509,16.612,13.13,12.81,11.906,11.399,nan"
161296,2018-08-22 20:00:00,185,"2,6,7,10,11,17,23,31,66,68","25.86,24.881,23.189,21.364,18.826,14.264,12.522,11.344,9.983,9.27","25.038,24.895,24.423,22.292,20.889,15.952,13.626,11.535,nan,nan"
161296,2018-08-23 16:00:00,184,"2,7,8,12,16,18,22,34,35,45","25.51,25.059,23.48,22.159,17.294,16.472,12.864,10.85,11.543,9.4","25.319,25.152,24.644,19.77,15.745,14.76,13.507,10.405,10.196,nan"
161296,2018-08-23 20:00:00,183,"2,14,15,16,18,19,21,26,46,49","26.03,25.09,21.328,20.276,16.769,16.338,13.581,11.7,10.887,10.09","25.459,16.427,15.812,15.312,14.523,14.2,13.683,12.835,nan,nan"
161296,2018-08-24 00:00:00,182,"2,7,8,9,12,14,24,25,48,51","26.0,25.447,24.432,21.174,19.176,15.318,11.829,12.797,10.63,11.89","25.389,25.402,25.247,25.247,21.424,18.461,13.459,13.177,nan,nan"
161296,2018-08-25 00:00:00,181,"2,4,11,12,15,24,33,42,47,50","25.66,23.355,19.518,17.733,15.681,11.654,10.486,11.038,9.87,10.486","25.593,25.494,20.609,19.1,15.883,11.97,9.734,9.455,nan,nan"
161296,2018-08-26 04:00:00,180,"2,4,5,6,7,8,9","25.38,25.38,25.368,25.317,25.245,25.24,25.24","24.812,24.804,24.701,24.396,24.05,23.533,22.681"
161296,2018-08-28 08:00:00,179,"2,3,5,6,7,8,9,11,12,13","25.76,25.756,25.637,25.598,25.483,24.887,24.78,24.78,24.91,24.91","25.677,25.679,25.697,25.759,25.547,24.18,24.18,20.622,19.005,17.651"
161296,2018-08-29 04:00:00,178,"2,3,4,5,6,7,8,9,10","26.12,26.114,26.112,26.087,25.975,25.793,25.662,25.641,25.633","26.353,26.354,26.356,26.362,26.369,26.33,26.161,26.161,25.695"
161296,2018-08-29 08:00:00,177,"2,6,7,8,9,11,12,13,14","26.108,26.12,26.084,26.023,25.942,25.395,25.006,24.26,23.182","26.289,26.165,25.32,23.992,23.992,20.719,19.033,17.601,16.413"
161296,2018-08-30 12:00:00,176,"2,5,10,14,15,16,17,21,22,47","26.08,25.882,21.746,20.378,18.318,18.252,16.307,14.56,13.209,9.6","26.418,26.415,23.457,17.657,16.505,16.505,15.459,12.178,11.676,nan"
161296,2018-09-01 04:00:00,171,"2,3,4,7,8,9,10,11,12","26.273,26.273,26.28,26.276,26.266,26.232,26.131,25.876,25.551","25.554,25.554,25.553,24.988,24.988,23.793,21.574,19.57,17.714"
161296,2018-09-01 08:00:00,170,"2,3,4,6,7,8,9,10,11,12","26.242,26.25,26.25,26.245,26.242,26.222,26.197,26.132,25.943,25.61","25.301,25.301,25.302,25.246,25.013,24.46,23.336,21.437,19.63,18.024"
161296,2018-09-01 12:00:00,169,"2,7,9,10,12,15,17,35,45,47","26.07,25.643,24.27,20.138,17.454,16.188,13.977,11.354,10.82,11.643","25.272,25.307,24.472,22.91,19.271,14.584,12.499,10.88,nan,nan"
161296,2018-09-02 08:00:00,168,"2,4,6,7,8,9","25.891,25.9,25.9,25.888,25.402,25.14","25.573,25.575,25.541,25.44,25.138,24.073"
161296,2018-09-02 12:00:00,167,"2,5,6,7,8,12,17,21,26,46","25.82,25.759,25.045,22.172,21.944,17.354,13.766,13.113,11.213,10.62","25.492,25.459,25.401,25.179,24.458,17.381,12.444,10.963,9.638,nan"
161296,2018-09-02 16:00:00,63,"2,8,10,14,18,22,33,37,42,45","25.16,21.362,20.684,16.092,14.229,12.973,11.846,10.72,10.821,11.673","25.676,24.359,21.326,15.346,11.603,8.905,8.773,9.219,9.477,9.485"
161296,2018-09-04 04:00:00,62,"2,7,8,9,10,11,12,13,14,15","26.33,25.721,25.466,25.003,23.258,20.122,18.558,17.767,17.34,17.24","26.643,25.617,24.605,23.055,23.055,21.176,19.306,17.633,17.633,16.169"
161296,2018-09-05 08:00:00,61,"2,3,4,5,6,7,9,10","26.58,26.475,26.456,26.261,25.973,25.88,25.88,26.003","27.208,27.192,27.09,26.85,26.519,26.005,25.192,24.017"
161296,2018-09-05 12:00:00,60,"2,5,6,8,12,18,22,24,47,48","26.67,25.518,22.777,22.21,17.749,14.197,13.694,11.845,10.45,12.283","27.168,26.983,26.625,25.148,20.593,13.873,11.457,11.018,9.99,9.964"
161296,2018-09-05 20:00:00,59,"2,8,15,19,35,36,45,48,51","26.02,23.382,15.482,13.698,12.371,11.426,11.777,10.77,11.716","27.43,25.844,16.649,13.396,9.974,9.984,9.811,nan,nan"
161296,2018-09-06 12:00:00,58,"2,6,7,10,13,14,15,19,26,48","26.05,25.75,24.157,23.091,18.915,18.795,16.032,13.613,12.021,11.03","27.22,26.855,26.42,24.025,20.12,18.763,17.436,13.379,11.472,nan"
161296,2018-09-06 16:00:00,57,"2,4,9,11,12,13,18,30,31,48","23.93,23.93,21.125,17.857,17.752,15.727,13.386,11.732,12.248,10.7","27.329,27.314,25.614,23.725,22.504,21.193,15.021,11.118,10.958,nan"
161296,2018-09-07 04:00:00,56,"2,7,11,12,16,21,22,37,46,48","26.96,26.066,23.708,17.773,14.196,14.326,12.993,10.749,10.7,11.578","27.068,26.8,23.273,22.037,17.92,13.578,13.008,10.26,9.966,nan"
161296,2018-09-08 20:00:00,55,"2,7,8,11,12,13,17,23,44,48","26.07,25.402,23.852,22.014,19.933,19.872,15.999,13.432,10.88,11.047","26.265,26.086,25.511,23.1,21.894,21.894,16.064,12.03,10.194,nan"
161296,2018-09-09 04:00:00,54,"2,7,11,12,13,14,22,31,33,42","24.941,25.45,24.559,23.384,19.79,18.064,13.069,12.347,11.456,11.3","24.406,24.327,21.169,19.456,18.311,17.143,12.471,11.886,11.818,nan"
161296,2018-09-09 16:00:00,1,"2,10,13,14,15,16,22,45,51","23.41,23.199,22.212,21.54,17.102,15.139,12.044,10.24,10.543","23.387,23.298,20.924,19.502,17.69,17.69,12.266,9.93,9.923"
161296,2018-09-10 00:00:00,26,"2,10,14,15,17,18,20,21,30,51","22.92,22.831,19.568,16.693,14.162,13.596,13.596,12.508,11.853,11.82","22.722,22.542,20.232,18.2,15.373,14.58,13.798,13.151,11.908,nan"
161296,2018-09-11 04:00:00,46,"2,3,4,5,6,10,11,12,13,14","22.06,21.984,21.975,21.874,21.81,21.633,21.392,21.088,20.059,19.7","22.433,22.431,22.424,22.41,22.398,22.544,22.505,22.237,21.541,20.557"
161296,2018-09-11 08:00:00,47,"2,5,7,14,16,17,21,25,44,47","21.89,21.725,20.106,20.313,18.251,17.962,13.271,12.425,12.302,11.58","23.026,23.041,22.996,20.096,17.026,15.835,13.142,12.414,nan,nan"
161296,2018-09-12 12:00:00,48,"2,4,17,18,19,21,26,41,44,46","22.11,20.194,17.919,16.502,16.456,13.495,11.998,10.5,10.535,11.812","24.611,23.692,18.359,18.359,17.432,15.293,13.193,11.435,11.436,nan"
161296,2018-09-13 04:00:00,49,"2,3,4,5,6,7,9,10,11,12","22.45,22.43,22.428,22.396,22.357,22.189,22.182,22.137,22.055,21.9","23.185,23.181,23.161,23.161,23.094,22.97,22.218,22.218,21.926,21.787"
161296,2018-09-16 04:00:00,79,"2,5,7,8,9,10,11,12,13,14","21.96,21.943,21.918,21.871,21.862,21.743,21.687,21.682,21.583,21.5","22.341,22.338,22.316,22.244,22.244,22.135,22.012,21.894,21.797,21.72"
161296,2018-09-19 04:00:00,80,"2,3,4,5,6,7,8","22.58,22.573,22.563,22.547,22.53,22.522,22.52","22.506,22.505,22.501,22.486,22.423,22.263,22.081"
161296,2018-09-23 20:00:00,108,"2,9,18,20,22,23,25,28,36,46","22.15,22.15,20.672,19.802,17.181,17.181,14.56,13.609,13.335,12.03","23.017,23.015,22.703,21.807,19.151,18.011,16.667,16.157,14.865,nan"
