,PTT,dive_num,argos_date,lat_argos,lon_argos,gps_date,lat_gps,lon_gps,depth,obs_temp,FVCOM_temp,doppio_temp,espresso_temp
3459,149443,100,2016-09-26 04:00:00,38.86984305301578,-73.9623032358312,2016-09-26 04:02:44,38.86984305301578,-73.9623032358312,4,21.398000000000003,22.437666,,21.572912216186523
3460,149443,100,2016-09-26 04:00:00,38.86984305301578,-73.9623032358312,2016-09-26 04:02:44,38.86984305301578,-73.9623032358312,5,21.46,22.446507,,21.573362350463867
3461,149443,100,2016-09-26 04:00:00,38.86984305301578,-73.9623032358312,2016-09-26 04:02:44,38.86984305301578,-73.9623032358312,6,21.488000000000003,22.454613,,21.573789596557617
3462,149443,100,2016-09-26 04:00:00,38.86984305301578,-73.9623032358312,2016-09-26 04:02:44,38.86984305301578,-73.9623032358312,7,21.49,22.461086,,21.574203491210938
3463,149443,100,2016-09-26 04:00:00,38.86984305301578,-73.9623032358312,2016-09-26 04:02:44,38.86984305301578,-73.9623032358312,9,21.49,22.472046,,21.57501983642578
3464,149443,100,2016-09-26 04:00:00,38.86984305301578,-73.9623032358312,2016-09-26 04:02:44,38.86984305301578,-73.9623032358312,10,21.462,22.471453,,21.57501983642578
3465,149443,101,2016-09-27 04:00:00,38.96699117917739,-73.8637878279188,2016-09-27 06:22:08,38.96699117917739,-73.8637878279188,2,21.54,22.18397,,21.66915512084961
3466,149443,101,2016-09-27 04:00:00,38.96699117917739,-73.8637878279188,2016-09-27 06:22:08,38.96699117917739,-73.8637878279188,3,21.541999999999998,22.18672,,21.66996955871582
3467,149443,101,2016-09-27 04:00:00,38.96699117917739,-73.8637878279188,2016-09-27 06:22:08,38.96699117917739,-73.8637878279188,5,21.55,22.199226,,21.671113967895508
3468,149443,101,2016-09-27 04:00:00,38.96699117917739,-73.8637878279188,2016-09-27 06:22:08,38.96699117917739,-73.8637878279188,7,21.55,22.207014,,21.671995162963867
3469,149443,101,2016-09-27 04:00:00,38.96699117917739,-73.8637878279188,2016-09-27 06:22:08,38.96699117917739,-73.8637878279188,8,21.546,22.209867,,21.672393798828125
3470,149443,101,2016-09-27 04:00:00,38.96699117917739,-73.8637878279188,2016-09-27 06:22:08,38.96699117917739,-73.8637878279188,9,21.53,22.211699,,21.672773361206055
3471,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,2,20.971,21.301886,,21.460285186767578
3472,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,13,21.45,21.328373,,21.447647094726562
3473,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,17,20.083,20.817026,,21.430940628051758
3474,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,28,19.02,19.553648,,17.65424156188965
3475,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,30,17.208,19.409092,,16.717838287353516
3476,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,36,14.578,18.720787,,13.01817798614502
3477,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,37,15.300999999999998,18.676153,,12.434181213378906
3478,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,38,14.064,18.64665,,12.434181213378906
3479,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,41,12.74,18.64665,,11.804996490478516
3480,149443,102,2016-09-28 16:00:00,38.8432152420898,-73.77974488753331,2016-09-28 15:11:05,38.8432152420898,-73.77974488753331,46,13.829,18.64665,,11.789201736450195
